,site_code,Taxon,mean.before.control,mean.before.drought,mean.after.control,mean.after.drought,drought.after.minus.before,control.after.minus.before,cover.change,leafN.mg.g,height.m,rootN.mg.g,SLA_m2.kg,root.depth_m,RTD.all.g.cm3,SRL.all.m.g,rootDiam.mm,SRL_fine_m.g,RTD.fine.g.cm3,RMF.g.g,RTD.groot.cahill.merge,SRL.groot.cahill.merge,Notes,X.1,X.2,X.3,X.4,X.5,X.6,local_lifespan,local_lifeform,functional_group
1287,kernb.ca,ANDROSACE SEPTENTRIONALIS,0.5,0.5,0.5,0.5,0,0,0,19.5,0.009,12.29704857,21.53583333,0.1,NA,NA,NA,155.7514351,0.556349207,NA,0.556349207,155.7514351,"height, RTD fine, SRL fine from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x50",SLA from TRY,"rootN, depth from groot",leafN from Laughlin 2010,,,,ANNUAL,FORB,FORB
1295,mattheis.ca,ANDROSACE SEPTENTRIONALIS,0,0,1,1,1,1,0,19.5,0.009,12.29704857,21.53583333,0.1,NA,NA,NA,155.7514351,0.556349207,NA,0.556349207,155.7514351,"height, RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x50",SLA from TRY,"rootN, depth from groot",leafN from Laughlin 2010,,,,ANNUAL,FORB,FORB
1298,brookdale.ca,ANEMONASTRUM CANADENSE,6.944444444,9.166666667,2,2.4375,-6.729166667,-4.944444444,-1.784722223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,PERENNIAL,FORB,FORB
1334,cedarsav.us,ANEMONE CYLINDRICA,3,2,0,0,-2,-3,1,19.3307814,0.31,15.7,16.50792287,NA,0.700029683,11.27767343,0.36,46,0.19,0.39625,0.700029683,11.27767343,"height from Catford, J. A., Smith, A. L., Wragg, P. D., Clark, A. T., Kosmala, M., Cavender-Bares, J., Reich, P. B. & Tilman, D. (2019) Traits linked with species invasiveness and community invasibility vary with time, stage and indicator of invasion in a long-term grassland experiment. Ecology Letters, 22, 593-604. doi 10.1111/ele.13220","rootN, SLA, RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x51","diam, RMF from groot",leafN from CoREE,RTD fine from TRY,SRL fine from Tjoelker 2005,,PERENNIAL,FORB,FORB
1337,lygraint.no,ANTHOXANTHUM ODORATUM,1,1,1,0,-1,0,-1,20.45846429,0.775214286,8.005555556,29.66344918,0.155,0.107066623,344.3025853,0.111111111,NA,0.114313918,0.534301054,0.114313918,344.3025853,"leafN, height, SLA from Teshio PI","rootN, diam, RTD fine from TRY","depth, RTD, SRL, RMF from groot",,,,,PERENNIAL,GRASS,GRASS
1344,rhijn.nl,ANTHOXANTHUM ODORATUM,6.666666667,6.666666667,8.75,0,-6.666666667,2.083333333,-8.75,20.45846429,0.775214286,8.005555556,29.66344918,0.155,0.107066623,344.3025853,0.111111111,NA,0.114313918,0.534301054,0.114313918,344.3025853,"leafN, height, SLA from Teshio PI","rootN, diam, RTD fine from TRY","depth, RTD, SRL, RMF from groot",,,,,PERENNIAL,GRASS,GRASS
1374,cowidrt.ca,ANTHOXANTHUM ODORATUM,8.5,7.2,3.333333333,3.4,-3.8,-5.166666667,1.366666667,20.45846429,0.775214286,8.005555556,29.66344918,0.155,0.107066623,344.3025853,0.111111111,NA,0.114313918,0.534301054,0.114313918,344.3025853,"leafN, height, SLA from Teshio PI","rootN, diam, RTD fine from TRY","depth, RTD, SRL, RMF from groot",,,,,PERENNIAL,GRASS,GRASS
1401,elvadrt.ee,ANTHOXANTHUM ODORATUM,1.666666667,7.666666667,1.333333333,1.5,-6.166666667,-0.333333334,-5.833333333,20.45846429,0.775214286,8.005555556,29.66344918,0.155,0.107066623,344.3025853,0.111111111,NA,0.114313918,0.534301054,0.114313918,344.3025853,"leafN, height, SLA from Teshio PI","rootN, diam, RTD fine from TRY","depth, RTD, SRL, RMF from groot",,,,,PERENNIAL,GRASS,GRASS
1441,teshio.jp,ANTHOXANTHUM ODORATUM,12.9,12.75,16.66666667,14.5,1.75,3.76666667,-2.01666667,20.45846429,0.775214286,8.005555556,29.66344918,0.155,0.107066623,344.3025853,0.111111111,NA,0.114313918,0.534301054,0.114313918,344.3025853,"leafN, height, SLA from Teshio PI","rootN, diam, RTD fine from TRY","depth, RTD, SRL, RMF from groot",,,,,PERENNIAL,GRASS,GRASS
1473,allmendo.ch,ANTHYLLIS VULNERARIA,1,2.166666667,0.875,1.5,-0.666666667,-0.125,-0.541666667,32.33118574,0.2845,19.6042,18.11730025,1.7,0.22014466,149.3012403,0.144333333,NA,0.0549,0.332563131,0.0549,149.3012403,"leafN, height, rootN, SLA, RTD fine from TRY","depth, RTD, SRL, diam, RMF from groot",,,,,,PERENNIAL,FORB,LEGUME
1497,baddrt.de,APERA SPICA-VENTI,1.775,7,4.7625,9.366666667,2.366666667,2.9875,-0.620833333,NA,0.775,NA,19.13333333,0.66,NA,193.8,NA,NA,NA,0.346243367,NA,NA,"height, SLA from TRY",RMF from groot,depth from Tumber-Davila 2022,SRL from Minden 2017,,,,ANNUAL,GRASS,GRASS
1530,jilpanger.au,APHELIA PUMILIO,0.5,0.5,0.5,0,-0.5,0,-0.5,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,height from austraits,,,,,,,ANNUAL,FORB,FORB
1536,kiskun.hu,ARENARIA SERPYLLIFOLIA,0.505,0,0.01,0.01,0.01,-0.495,0.505,17.48,0.075,13.275,23.7,0.21,0.067,627.505,0.207422972,NA,0.0675,0.183673469,0.067,627.505,"leafN, height, SLA from Jena PI","rootN, RTD, SRL, diam, RMF from groot",depth from Tumber-Davila 2022,RTD fine from TRY,,,,ANNUAL,FORB,FORB
1543,cobar.au,ARISTIDA CONTORTA,3,1,0,0,-1,-3,2,NA,0.3,NA,9.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,"height, SLA from TRY",,,,,,,BOTH,GRASS,GRASS
1546,ethadb.au,ARISTIDA HOLATHERA,2.75,1.5,14.5,3,1.5,11.75,-10.25,8.4875,0.7,2.975,5.62,NA,0.745,NA,0.375,NA,NA,NA,NA,NA,"leafN, height, rootN, SLA, diam from TRY",RTD from TRY,,,,,,ANNUAL,GRASS,GRASS
1569,cerrillos.ar,ARISTIDA MENDOCINA,17.19,20.42,11.67,19.37666667,-1.04333333,-5.52,4.47666667,23.9,0.47,NA,12.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,"leafN, height, SLA from Conti 2013",,,,,,,PERENNIAL,GRASS,GRASS
1598,jrnchi.us,ARISTIDA PURPUREA,2.6915114,0.6081433,1.0141988,0,-0.6081433,-1.6773126,1.0691693,14.9,0.086,6.528089643,35.63,1.315133333,0.356693928,26.65175783,0.7061,NA,0.327164,0.366204139,0.327164,26.65175783,"leafN, height, SLA, rootDiam from Larson, J.E.J. (2021). Managing Grasslands for Future Environmental Change: The Role of Plant Regeneration Ecology (Doctoral dissertation, University of Colorado at Boulder).","rootN, depth, RTD, SRL, RMF from groot",RTD fine from TRY,,,,,PERENNIAL,GRASS,GRASS
1602,cdpt_drt.us,ARISTIDA PURPUREA,0,5,6,4.333333333,-0.666666667,6,-6.666666667,14.9,0.086,6.528089643,35.63,1.315133333,0.356693928,26.65175783,0.7061,NA,0.327164,0.366204139,0.327164,26.65175783,"leafN, height, SLA, rootDiam from Larson, J.E.J. (2021). Managing Grasslands for Future Environmental Change: The Role of Plant Regeneration Ecology (Doctoral dissertation, University of Colorado at Boulder).","rootN, depth, RTD, SRL, RMF from groot",RTD fine from TRY,,,,,PERENNIAL,GRASS,GRASS
1609,sand.us,ARISTIDA STRICTA,14,23.33333333,26.66666667,27,3.66666667,12.66666667,-9,NA,1.18872,NA,5.943,0.1524,NA,NA,NA,NA,NA,NA,NA,NA,"height, depth from TRY",SLA from Ames 2016,,,,,,PERENNIAL,GRASS,GRASS
1627,paike.ar,ARMERIA MARITIMA,1,1,1,1,0,0,0,17,0.308106667,9.3,13.41474,0.254,NA,27.4,0.221876923,NA,NA,NA,NA,NA,"leafN, height, depth from TRY","rootN, diam from groot",leafN from CoRRE,SRL Bass 2022,,,,PERENNIAL,FORB,FORB
1657,rhijn.nl,ARRHENATHERUM ELATIUS,11.83333333,6.333333333,8.333333333,20,13.66666667,-3.499999997,17.16666666,25.84,0.4715,8.902914385,29.67,0.3556,0.119407807,190.1954961,0.3197,NA,0.153268837,0.590536924,0.153268837,190.1954961,"height, SLA, rootDiam from Larson, J.E.J. (2021). Managing Grasslands for Future Environmental Change: The Role of Plant Regeneration Ecology (Doctoral dissertation, University of Colorado at Boulder).",leafN from Jena PI,"depth, RTD fine from TRY","rootN, RTD, SRL, RMF from groot",,,,PERENNIAL,GRASS,GRASS
1710,oreaa.us,ARTEMISIA ARBUSCULA,26.33333333,30.6,13.83333333,12.2,-18.4,-12.5,-5.9,NA,0.6096,NA,10.08,0.254,NA,NA,NA,NA,NA,NA,NA,NA,"height, depth from TRY",SLA from Wessel 2022,,,,,,PERENNIAL,SHRUB,WOODY
1752,kiskun.hu,ARTEMISIA CAMPESTRIS,5.25,2.25,7,3,0.75,1.75,-1,28.42,0.637875,9.064339995,13.34316615,1.22,NA,52.76693918,NA,52.77,NA,0.547920434,NA,52.76693918,"leafN, height, SLA, from TRY","rootN, SRL, RMF from groot",depth from Tumber-Davila 2022,SRL fine from Stiblikova,,,,PERENNIAL,FORB,FORB
1768,oreac.us,ARTEMISIA CANA,30,52.5,21.25,34.5,-18,-8.75,-9.25,17.711,1.524,NA,15.88121837,0.508,0.261669741,55.91952402,0.31,NA,0.261669741,NA,0.261669741,55.91952402,"height, depth, RTD fine from TRY","RTD, SRL, diam from groot","leafN, SLA from CoRRE",,,,,PERENNIAL,SHRUB,WOODY
1812,kernb.ca,ARTEMISIA FRIGIDA,2.166666667,0.5,32,6.666666667,6.166666667,29.83333333,-23.66666667,27.14787037,0.11,8.590909091,39.97,0.2032,0.434276159,28.08058367,0.52165,NA,0.362103739,NA,0.362103739,28.08058367,"height, SLA, rootDiam from Larson, J.E.J. (2021). Managing Grasslands for Future Environmental Change: The Role of Plant Regeneration Ecology (Doctoral dissertation, University of Colorado at Boulder).","rootN, RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x61","leafN, depth, RTD fine from TRY",,,,,PERENNIAL,FORB,WOODY
1846,biddulph.ca,ARTEMISIA FRIGIDA,3,1,5,2,1,2,-1,27.14787037,0.11,8.590909091,39.97,0.2032,0.434276159,28.08058367,0.52165,NA,0.362103739,NA,0.362103739,28.08058367,"height, SLA, rootDiam from Larson, J.E.J. (2021). Managing Grasslands for Future Environmental Change: The Role of Plant Regeneration Ecology (Doctoral dissertation, University of Colorado at Boulder).","rootN, RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x61","leafN, depth, RTD fine from TRY",,,,,PERENNIAL,FORB,WOODY
1863,nplatte.us,ARTEMISIA FRIGIDA,13.5,2,30,0,-2,16.5,-18.5,27.14787037,0.11,8.590909091,39.97,0.2032,0.434276159,28.08058367,0.52165,NA,0.362103739,NA,0.362103739,28.08058367,"height, SLA, rootDiam from Larson, J.E.J. (2021). Managing Grasslands for Future Environmental Change: The Role of Plant Regeneration Ecology (Doctoral dissertation, University of Colorado at Boulder).","rootN, RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x61","leafN, depth, RTD fine from TRY",,,,,PERENNIAL,SHRUB,WOODY
1870,matador.ca,ARTEMISIA FRIGIDA,2.333333333,2.166666667,2,1.333333333,-0.833333334,-0.333333333,-0.500000001,27.14787037,0.11,8.590909091,39.97,0.2032,0.434276159,28.08058367,0.52165,NA,0.362103739,NA,0.362103739,28.08058367,"height, SLA, rootDiam from Larson, J.E.J. (2021). Managing Grasslands for Future Environmental Change: The Role of Plant Regeneration Ecology (Doctoral dissertation, University of Colorado at Boulder).","rootN, RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x61","leafN, depth, RTD fine from TRY",,,,,PERENNIAL,FORB,WOODY
1904,cdpt_drt.us,ARTEMISIA FRIGIDA,6.2,12.5,4.666666667,11.5,-1,-1.533333333,0.533333333,27.14787037,0.11,8.590909091,39.97,0.2032,0.434276159,28.08058367,0.52165,NA,0.362103739,NA,0.362103739,28.08058367,"height, SLA, rootDiam from Larson, J.E.J. (2021). Managing Grasslands for Future Environmental Change: The Role of Plant Regeneration Ecology (Doctoral dissertation, University of Colorado at Boulder).","rootN, RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x61","leafN, depth, RTD fine from TRY",,,,,PERENNIAL,FORB,WOODY
1938,mattheis.ca,ARTEMISIA FRIGIDA,32,21,15,17.6,-3.4,-17,13.6,27.14787037,0.11,8.590909091,39.97,0.2032,0.434276159,28.08058367,0.52165,NA,0.362103739,NA,0.362103739,28.08058367,"height, SLA, rootDiam from Larson, J.E.J. (2021). Managing Grasslands for Future Environmental Change: The Role of Plant Regeneration Ecology (Doctoral dissertation, University of Colorado at Boulder).","rootN, RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x61","leafN, depth, RTD fine from TRY",,,,,PERENNIAL,SUBSHRUB,WOODY
1974,konzadrt.us,ARTEMISIA LUDOVICIANA,1,1,2,1,0,1,-1,19.24454545,0.146666667,11.625,27.64,0.2032,0.653920526,11.98698158,0.679725,NA,0.20378902,0.24225099,0.20378902,11.98698158,"height, SLA, rootDiam from Larson, J.E.J. (2021). Managing Grasslands for Future Environmental Change: The Role of Plant Regeneration Ecology (Doctoral dissertation, University of Colorado at Boulder).","rootN, RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x61","leafN, depth, RTD fine from TRY",RMF from groot,,,,PERENNIAL,FORB,FORB
1982,kernnu.ca,ARTEMISIA LUDOVICIANA,1,2,0.75,3,1,-0.25,1.25,19.24454545,0.146666667,11.625,27.64,0.2032,0.653920526,11.98698158,0.679725,NA,0.20378902,0.24225099,0.20378902,11.98698158,"height, SLA, rootDiam from Larson, J.E.J. (2021). Managing Grasslands for Future Environmental Change: The Role of Plant Regeneration Ecology (Doctoral dissertation, University of Colorado at Boulder).","rootN, RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x61","leafN, depth, RTD fine from TRY",RMF from groot,,,,PERENNIAL,FORB,FORB
2004,cedarsav.us,ARTEMISIA LUDOVICIANA,1.6,3,1,1,-2,-0.6,-1.4,19.24454545,0.146666667,11.625,27.64,0.2032,0.653920526,11.98698158,0.679725,NA,0.20378902,0.24225099,0.20378902,11.98698158,"height, SLA, rootDiam from Larson, J.E.J. (2021). Managing Grasslands for Future Environmental Change: The Role of Plant Regeneration Ecology (Doctoral dissertation, University of Colorado at Boulder).","rootN, RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x61","leafN, depth, RTD fine from TRY",RMF from groot,,,,PERENNIAL,FORB,FORB
2026,brookdale.ca,ARTEMISIA LUDOVICIANA,12,9.166666667,1.25,1.95,-7.216666667,-10.75,3.533333333,19.24454545,0.146666667,11.625,27.64,0.2032,0.653920526,11.98698158,0.679725,NA,0.20378902,0.24225099,0.20378902,11.98698158,"height, SLA, rootDiam from Larson, J.E.J. (2021). Managing Grasslands for Future Environmental Change: The Role of Plant Regeneration Ecology (Doctoral dissertation, University of Colorado at Boulder).","rootN, RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x61","leafN, depth, RTD fine from TRY",RMF from groot,,,,PERENNIAL,FORB,FORB
2074,kernb.ca,ARTEMISIA LUDOVICIANA,1,12.5,1,3,-9.5,0,-9.5,19.24454545,0.146666667,11.625,27.64,0.2032,0.653920526,11.98698158,0.679725,NA,0.20378902,0.24225099,0.20378902,11.98698158,"height, SLA, rootDiam from Larson, J.E.J. (2021). Managing Grasslands for Future Environmental Change: The Role of Plant Regeneration Ecology (Doctoral dissertation, University of Colorado at Boulder).","rootN, RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x61","leafN, depth, RTD fine from TRY",RMF from groot,,,,PERENNIAL,FORB,FORB
2094,hard.us,ARTEMISIA NOVA,0,0,10,16.5,16.5,10,6.5,NA,0.6096,NA,NA,0.254,NA,NA,NA,NA,NA,NA,NA,NA,"height, depth from TRY",,,,,,,PERENNIAL,SHRUB,WOODY
2109,octc.us,ARTEMISIA TRIDENTATA,16.81173785,18.96621009,16.27758363,16.77924463,-2.18696546,-0.53415422,-1.65281124,15.26666667,2.0334,NA,7.24415531,0.508,NA,76.06224385,0.485315,NA,NA,0.33,NA,76.06224385,"leafN, height, SLA, depth from TRY","SRL, diam, RMF from groot",,,,,,PERENNIAL,SHRUB,WOODY
2149,nplatte.us,ARTEMISIA TRIDENTATA,0,25,10,0,-25,10,-35,15.26666667,2.0334,NA,7.24415531,0.508,NA,76.06224385,0.485315,NA,NA,0.33,NA,76.06224385,"leafN, height, SLA, depth from TRY","SRL, diam, RMF from groot",,,,,,PERENNIAL,SHRUB,WOODY
2159,hard.us,ARTEMISIA TRIDENTATA,0,0,20,35,35,20,15,15.26666667,2.0334,NA,7.24415531,0.508,NA,76.06224385,0.485315,NA,NA,0.33,NA,76.06224385,"leafN, height, SLA, depth from TRY","SRL, diam, RMF from groot",,,,,,PERENNIAL,SHRUB,WOODY
2179,elvadrt.ee,ARTEMISIA VULGARIS,0,1,1,0,-1,1,-2,44.63333333,1.439387862,NA,21.44697757,NA,0.103788328,270.1683965,0.241066667,NA,NA,0.373838899,0.103788328,270.1683965,"leafN, height, SLA from TRY","RTD, SRL, diam, RMF from groot",,,,,,PERENNIAL,FORB,FORB
2183,cedartrait.us,ASCLEPIAS TUBEROSA,1,3,0,0,-3,-1,-2,26.19666667,0.4575,19.260113,25.51287911,0.4064,0.22,36.66666667,0.5,NA,NA,0.53,0.22,36.66666667,"height from Catford, J. A., Smith, A. L., Wragg, P. D., Clark, A. T., Kosmala, M., Cavender-Bares, J., Reich, P. B. & Tilman, D. (2019) Traits linked with species invasiveness and community invasibility vary with time, stage and indicator of invasion in a long-term grassland experiment. Ecology Letters, 22, 593-604. doi 10.1111/ele.13220","leafN, SLA, depth from TRY","rootN, RTD, SRL, diam, RMF from groot",,,,,PERENNIAL,FORB,FORB
2190,konzadrt.us,ASCLEPIAS VIRIDIS,0,0,1.033333333,3,3,1.033333333,1.966666667,30.71,0.456,NA,11.45383188,NA,0.320746666,41.57111916,0.36446,41.57,0.320747,0.511032351,0.320747,41.57111916,"height, SLA, RTD fine from TRY","RTD, SRL, diam, RMF from groot",leafN from Craine 2012,SRL fine from Tucker 2010,,,,PERENNIAL,FORB,FORB
2204,allmendb.ch,ASPERULA CYNANCHICA,0.25,0.25,0.25,0.25,0,0,0,15,0.284375,NA,27.91666667,0.93,NA,NA,NA,NA,NA,NA,NA,NA,"height, SLA from TRY",depth from Tumber-Davila 2022,leafN from CoRRE,,,,,PERENNIAL,FORB,FORB
2216,allmendo.ch,ASPERULA CYNANCHICA,0.375,1.375,0.416666667,2.375,1,0.041666667,0.958333333,15,0.284375,NA,27.91666667,0.93,NA,NA,NA,NA,NA,NA,NA,NA,"height, SLA from TRY",depth from Tumber-Davila 2022,leafN from CoRRE,,,,,PERENNIAL,FORB,FORB
2238,falls.au,ASPERULA GUNNII,0.5,0.5,0.5,0,-0.5,0,-0.5,11.66072727,0.316,NA,21.01661896,NA,NA,NA,NA,NA,NA,NA,NA,NA,"height, SLA from austraits",leafN from Bjorkman 2018,,,,,,PERENNIAL,FORB,FORB
2249,falls.au,ASTEROLASIA TRYMALIOIDES,0.5,0.75,0.666666667,0.75,0,0.166666667,-0.166666667,5.2237,0.635,NA,4.969295341,NA,NA,NA,NA,NA,NA,NA,NA,NA,"height, SLA from austraits",leafN from Bjorkman 2018,,,,,,PERENNIAL,SHRUB,WOODY
2262,cmss.us,ASTRAGALUS MISER,2,10,6.333333333,2,-8,4.333333333,-12.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,PERENNIAL,FORB,LEGUME
2287,capwhite.us,ASTRAGALUS NUTTALLIANUS,0,0.5,0.5,0.75,0.25,0.5,-0.25,NA,NA,NA,20.29476228,0.13,NA,NA,NA,NA,NA,NA,NA,NA,"SLA from Farkas, T.E., B.P. Gerstner, and K.D. Whitney. 2021. SEV-LTER Plant Traits Database ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/5b3a6d80a1c6d3121a2196cb40838849 (Accessed 2023-03-20).",depth from Tumber-Davila 2022,,,,,,ANNUAL,LEGUME,LEGUME
2292,capmcd.us,ASTRAGALUS NUTTALLIANUS,0,0,1,0.75,0.75,1,-0.25,NA,NA,NA,20.29476228,0.13,NA,NA,NA,NA,NA,NA,NA,NA,"SLA from Farkas, T.E., B.P. Gerstner, and K.D. Whitney. 2021. SEV-LTER Plant Traits Database ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/5b3a6d80a1c6d3121a2196cb40838849 (Accessed 2023-03-20).",depth from Tumber-Davila 2022,,,,,,ANNUAL,LEGUME,LEGUME
2298,milparinka.au,ASTREBLA LAPPACEA,25,17.5,21,21,3.5,-4,7.5,NA,0.65,NA,11.27071875,NA,NA,NA,0.25146667,NA,NA,NA,NA,NA,"height, SLA from TRY",diam from Jardine 2021,,,,,,PERENNIAL,GRASS,GRASS
2318,milparinka.au,ASTREBLA PECTINATA,19,25,21,21,-4,2,-6,NA,0.63,NA,11.34143293,NA,NA,NA,NA,NA,NA,NA,NA,NA,"height, SLA from austraits",,,,,,,PERENNIAL,GRASS,GRASS
2329,scruzh.us,AVENA BARBATA,0.877193,2.173913,1.5998551,0,-2.173913,0.7226621,-2.8965751,17,0.389,NA,25.46342593,0.5,0.02363125,52.18888889,0.746666667,35.83542207,0.07,0.467209767,0.07,NA,"leafN, height, SLA, RTD fine from TRY",RMF from groot,"SRL , diam from austraits",depth from Tumber-Davila 2022,RTD from Justin,SRL fine from Kandlikar 2022,,ANNUAL,GRASS,GRASS
2345,naposta.ar,AVENA BARBATA,5,5,15,20,15,10,5,17,0.389,NA,25.46342593,0.5,0.02363125,52.18888889,0.746666667,35.83542207,0.07,0.467209767,0.07,NA,"leafN, height, SLA, RTD fine from TRY",RMF from groot,"SRL , diam from austraits",depth from Tumber-Davila 2022,RTD from Justin,SRL fine from Kandlikar 2022,,ANNUAL,GRASS,GRASS
2369,scruzl.us,AVENA BARBATA,41,30.6,5.472445967,1.2195122,-29.3804878,-35.52755403,6.147066233,17,0.389,NA,25.46342593,0.5,0.02363125,52.18888889,0.746666667,35.83542207,0.07,0.467209767,0.07,NA,"leafN, height, SLA, RTD fine from TRY",RMF from groot,"SRL , diam from austraits",depth from Tumber-Davila 2022,RTD from Justin,SRL fine from Kandlikar 2022,,ANNUAL,GRASS,GRASS
2420,scruzm.us,AVENA BARBATA,86.6924611,81.37091954,75.91367574,66.17974404,-15.1911755,-10.77878536,-4.41239014,17,0.389,NA,25.46342593,0.5,0.02363125,52.18888889,0.746666667,35.83542207,0.07,0.467209767,0.07,NA,"leafN, height, SLA, RTD fine from TRY",RMF from groot,"SRL , diam from austraits",depth from Tumber-Davila 2022,RTD from Justin,SRL fine from Kandlikar 2022,,ANNUAL,GRASS,GRASS
2469,lygraold.no,AVENELLA FLEXUOSA,1.333333333,3,3,25,22,1.666666667,20.33333333,NA,0.44,NA,61.28,0.75,NA,NA,NA,NA,NA,NA,NA,NA,"height, depth from Tumber-Davila 2022",SLA from Heim_2021,,,,,,PERENNIAL,GRASS,GRASS
2482,yarradrt.au,AXONOPUS FISSIFOLIUS,5.475,5.4,4,0,-5.4,-1.475,-3.925,11.3,0.07836831,NA,16.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,"leafN, SLA from Yarra PI",height from TRY,,,,,,PERENNIAL,GRASS,GRASS
2495,paike.ar,AZORELLA FUEGIANA,1,1.5,1,1.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,PERENNIAL,FORB,FORB
2513,paike.ar,AZORELLA MONANTHA,1,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,PERENNIAL,FORB,FORB
2525,chacra.ar,BACCHARIS GILLIESII,1.5,1.5,0,5,3.5,-1.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,PERENNIAL,FORB,FORB
2537,chacra.ar,BACCHARIS TENELLA,1.5,1.5,0,0,-1.5,-1.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,PERENNIAL,FORB,FORB
2543,chacra.ar,BACCHARIS ULICINA,1.5,1.5,0,0,-1.5,-1.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,PERENNIAL,FORB,FORB
2547,naposta.ar,BACCHARIS ULICINA,1,0,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,PERENNIAL,SHRUB,FORB
2566,kiskun.hu,BASSIA LANIFLORA,1.45,0.5525,0.125,0.0575,-0.495,-1.325,0.83,NA,0.25,NA,7.806666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,height from TRY,SLA from CoRRE,,,,,,ANNUAL,FORB,FORB
2592,jilpanger.au,BLENNOSPORA DRUMMONDII,0.5,0.5,0.5,0.5,0,0,0,NA,0.072126038,NA,18.69517424,NA,NA,NA,NA,NA,NA,NA,NA,NA,"height, SLA from austraits",,,,,,,ANNUAL,FORB,FORB
2613,oreaa.us,BLEPHARIPAPPUS SCABER,0.7,0.7,0.9,0.6,-0.1,0.2,-0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,ANNUAL,FORB,FORB
2662,marcdrt.ar,BOTHRIOCHLOA LAGUROIDES,2,1,0,0,-1,-2,1,17.433,NA,NA,18.83239,NA,NA,NA,NA,NA,NA,NA,NA,NA,leafN from Nippert and Donnelly Konza,SLA from CoRRE,,,,,,PERENNIAL,GRASS,GRASS
2666,cerrillos.ar,BOUTELOUA ARISTIDOIDES,0,2.505,12.815,36.565,34.06,12.815,21.245,15.9,0.04,NA,12.89,0.3,NA,NA,0.265,103.65,NA,NA,NA,103.65,"leafN, SLA from TRY",depth from Tumber-Davila 2022,height from Conti 2013,diam from Collier 2003,SRL fine from Kandlikar 2022,,,ANNUAL,GRASS,GRASS
2686,cedartrait.us,BOUTELOUA CURTIPENDULA,3,3,0,0,-3,-3,0,16.6,0.2475,13.6452491,36.44,0.3048,0.311237007,108.473243,0.597475,NA,NA,0.388111111,0.311237007,108.473243,"leafN, height, SLA, rootDiam from Larson, J.E.J. (2021). Managing Grasslands for Future Environmental Change: The Role of Plant Regeneration Ecology (Doctoral dissertation, University of Colorado at Boulder).","depth, RMF from TRY","rootN, RTD, SRL from groot",,,,,PERENNIAL,GRASS,GRASS
2690,konzadrt.us,BOUTELOUA CURTIPENDULA,18,21.5,2,3.5,-18,-16,-2,16.6,0.2475,13.6452491,36.44,0.3048,0.311237007,108.473243,0.597475,NA,NA,0.388111111,0.311237007,108.473243,"leafN, height, SLA, rootDiam from Larson, J.E.J. (2021). Managing Grasslands for Future Environmental Change: The Role of Plant Regeneration Ecology (Doctoral dissertation, University of Colorado at Boulder).","depth, RMF from TRY","rootN, RTD, SRL from groot",,,,,PERENNIAL,GRASS,GRASS
